NA2O(WT%),MGO(WT%),AL2O3(WT%),SIO2(WT%),P2O5(WT%),K2O(WT%),CAO(WT%),TIO2(WT%),MNO(WT%),FEOT(WT%),RB(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),BA(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),TH(PPM),TECTONIC SETTING,longitude,latitude,AGE,PUBLICATION_YEAR
1.57,6.35,18.24,49.16,0.07,0.12,12.34,0.7,0.2,,2.0,,,,23.8,41.0,179.0,12.1,16.4,0.6,,,,,,,,,,,,,,,,0.6,BACK-ARC_BASIN,140.242,30.4511,,2007
2.44,5.73,13.1,46.1,0.48,0.27,11.08,4.91,0.21,,,,12.0,,23.0,131.0,443.0,40.0,299.0,30.0,29.0,69.0,,,,,,,,,,,,,,3.0,BACK-ARC_BASIN,132.775,24.7007,,1980
4.39,6.89,16.27,50.47,0.18,0.52,9.31,1.66,0.18,,3.3,286.0,209.0,,90.0,95.0,330.0,33.0,119.0,3.0,6.0,23.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,177.25,-36.25,,1984; 1994
2.94,9.11,15.82,50.52,0.17,0.34,10.65,1.18,0.15,7.69,5.0,203.0,320.0,33.0,160.0,53.0,223.0,25.5,106.0,5.8,6.35,15.4,2.01,10.3,3.26,1.25,3.74,0.7,4.54,0.98,2.91,2.63,0.387,2.3,0.3,0.45,BACK-ARC_BASIN,144.479,19.425,,2016
4.08,5.12,18.25,49.78,0.22,0.34,10.17,1.57,0.18,,3.0,283.0,,,27.0,39.0,182.0,37.0,127.0,4.0,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.862,-18.568,,1994
2.59,8.48,16.34,49.25,0.1,0.12,11.84,1.16,0.16,11.56,1.6,378.0,166.5,40.0,65.8,11.0,130.0,38.5,80.0,1.7,3.08,9.05,,7.21,2.75,1.1,3.8,0.65,4.2,0.84,3.2,2.49,0.38,1.56,,0.0,BACK-ARC_BASIN,-174.817,-15.612,,1992; 1997
2.54,7.09,16.37,51.76,0.11,0.22,11.97,1.13,0.16,,3.0,,158.0,,55.0,35.0,159.0,25.0,81.0,2.0,,9.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.862,-18.568,,1994
2.87,7.58,15.2,50.0,0.11,0.23,13.08,1.43,0.17,8.2,2.0,,118.0,,274.0,23.0,134.0,31.0,89.0,2.0,5.0,10.0,,9.0,,,,,,,,,,,,0.0,BACK-ARC_BASIN,140.789,18.0,,1980
2.23,5.34,15.62,51.49,,0.39,10.28,1.13,0.18,12.32,6.5,474.0,,32.9,,166.0,240.0,22.7,53.0,1.11,3.76,9.8,1.6,8.09,2.54,0.94,3.31,0.56,3.98,0.82,2.47,2.42,0.35,1.45,0.07,0.39,BACK-ARC_BASIN,139.394,34.724,,2016
2.67,6.45,16.78,48.55,0.17,0.41,12.35,1.07,0.14,9.53,7.5,,,,125.0,11.0,369.0,22.0,74.0,0.8,5.6,,,,,,,,,,,,,,,,BACK-ARC_BASIN,139.87,30.916,,1992
3.01,6.18,13.9,47.4,0.42,0.69,10.08,3.45,0.19,11.3,10.0,,147.0,,76.0,161.0,385.0,36.0,243.0,22.0,23.0,50.0,,,,2.86,,1.1,,,,,,5.77,,3.0,BACK-ARC_BASIN,132.775,24.701,,1980; 1981
2.92,5.61,16.1,49.9,0.14,0.3,11.3,1.28,0.2,,4.47,238.0,292.0,38.6,75.2,48.8,181.0,30.4,106.0,6.4,5.55,14.9,2.21,11.2,3.56,1.26,4.24,0.75,5.24,1.17,3.18,3.07,0.443,2.61,0.4,0.57,BACK-ARC_BASIN,115.047,12.9196,,2018
2.2,8.2,14.8,50.4,0.05,0.06,12.6,0.9,0.17,,,,307.0,,,6.0,57.0,21.2,15.2,0.92,1.2,4.2,,4.6,2.0,1.7,2.2,,2.7,,2.1,1.9,,1.2,,0.48,BACK-ARC_BASIN,150.081,-3.332,,2012
2.55,6.65,15.2,48.7,0.18,0.24,13.88,1.62,0.13,,3.0,,219.0,,86.0,31.0,176.0,38.0,122.0,3.0,6.0,18.0,,,,,,,,,,,,,,1.0,BACK-ARC_BASIN,137.441,29.3275,,1980
2.6,6.32,13.0,49.6,0.34,0.45,9.87,3.58,0.17,11.79,3.0,,139.0,,72.0,139.0,368.0,30.0,194.0,20.0,20.0,39.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,132.775,24.701,,1980
2.58,7.47,17.84,51.45,0.13,0.27,11.41,1.17,0.14,7.63,3.3,222.0,256.0,34.0,131.0,33.0,211.0,27.0,89.0,113.0,4.94,,,9.77,2.94,,,,,,,,,,0.183,0.33,BACK-ARC_BASIN,144.68,18.27,,1990
2.59,6.57,15.66,52.12,0.1,0.21,11.23,1.04,0.15,10.33,3.37,,,,,36.8,138.0,23.3,39.0,0.56,1.81,5.3,0.86,5.54,2.01,0.83,3.1,0.48,3.67,0.74,2.31,2.22,0.37,1.26,0.28,0.13,BACK-ARC_BASIN,-177.303,-18.5008,,1994
3.09,7.19,16.24,50.7,0.13,0.18,11.04,1.33,0.13,9.11,1.0,,41.0,,40.0,49.0,187.0,27.0,102.0,1.0,,13.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.862,-18.5676,,1994
3.55,7.21,16.73,50.42,0.2,0.44,10.88,1.45,0.16,,6.0,,269.0,,67.0,78.0,217.0,30.0,129.0,8.0,10.0,14.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-29.95,-60.07,,1979
2.96,7.06,17.17,50.43,0.14,0.51,10.9,1.31,0.14,,4.93,234.0,260.0,33.0,103.0,29.6,192.0,24.6,99.0,7.84,4.86,13.0,2.1,11.0,3.37,1.23,3.71,0.75,4.76,1.0,2.92,2.84,0.44,2.6,0.53,0.32,BACK-ARC_BASIN,144.738,18.091,,2019; 2021
2.35,7.86,14.86,50.55,0.1,0.08,12.72,1.38,0.18,,2.0,282.0,201.0,43.0,80.0,23.0,105.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.385,-19.8783,,1991
2.61,8.91,16.83,49.09,0.16,0.05,12.46,1.29,0.11,9.59,0.5,,,,,4.7,123.9,32.1,68.3,1.01,2.17,6.69,1.14,6.75,2.75,1.1,3.85,0.73,4.9,1.08,3.01,2.66,0.42,1.8,0.08,0.08,BACK-ARC_BASIN,174.273,-16.612,,1993; 2014
2.27,7.6,14.38,50.69,0.07,0.04,12.41,0.97,0.19,,1.0,309.0,115.0,,80.0,12.0,73.0,24.0,50.0,0.7,1.3,4.6,,,2.15,0.82,2.9,,,1.0,,2.65,0.44,1.0,,2.0,BACK-ARC_BASIN,149.015,-3.528,,2003
3.21,5.03,17.6,49.0,0.19,0.28,10.4,1.44,0.18,,2.73,244.0,214.0,43.5,98.6,33.9,186.0,31.9,111.0,6.08,4.77,14.4,2.18,11.5,3.72,1.33,4.35,0.8,5.52,1.24,3.29,3.25,0.471,2.77,0.39,0.37,BACK-ARC_BASIN,115.047,12.9196,,2018
2.03,6.89,16.62,50.67,0.19,0.3,12.59,0.85,0.15,,3.0,246.0,,,79.0,28.0,139.0,24.0,51.0,0.5,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.303,-18.501,,1994
1.94,8.21,16.1,49.23,,0.15,12.78,0.78,,7.87,4.1,205.0,335.0,44.0,105.0,23.0,123.0,17.7,44.0,1.21,2.1,6.0,1.02,5.4,2.1,0.8,2.9,,3.5,,2.2,2.2,0.31,1.3,0.079,0.18,BACK-ARC_BASIN,-174.85,-15.867,,2008
3.41,5.94,15.0,50.9,0.23,0.553,10.1,1.77,0.18,9.53,4.21,,,35.8,35.0,163.0,272.0,31.0,156.0,5.76,11.2,26.6,3.73,17.3,4.77,1.58,5.62,0.949,5.93,1.23,3.56,3.29,0.483,3.9,0.37,146.0,BACK-ARC_BASIN,134.536,38.616,MIOCENE,2015
3.21,7.46,13.69,49.93,0.13,0.77,10.83,1.3,0.26,,14.9,342.0,184.0,50.8,82.7,143.0,211.0,25.0,86.7,3.86,4.8,12.2,1.7,8.95,2.77,0.99,3.08,0.73,4.52,0.96,2.57,2.74,0.42,2.37,0.37,0.25,BACK-ARC_BASIN,137.969,8.841,,2025
1.17,6.62,16.74,51.09,0.08,0.31,12.84,0.6,0.18,9.15,8.0,230.0,146.0,37.0,661.0,17.0,220.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.553,-22.179,,1990
2.94,6.41,13.66,51.0,0.12,0.1,10.53,1.62,0.21,,5.0,266.0,116.0,46.0,42.0,49.0,118.0,40.0,105.0,4.3,4.8,,,13.0,,1.5,,,6.2,,4.0,3.7,,,,,BACK-ARC_BASIN,173.81,-17.3203,,1991; 1994
2.57,9.04,15.9,48.6,0.06,0.17,11.16,1.14,0.16,,3.0,,299.0,,147.0,29.0,172.0,26.0,82.0,1.0,2.0,12.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,137.441,29.3275,,1980
2.74,7.34,16.4,48.85,0.22,0.44,11.75,1.58,0.17,,8.0,290.0,290.0,38.0,89.0,74.0,196.0,35.0,123.0,8.65,9.0,,,16.0,,1.35,,,5.5,,3.2,3.2,,,,,BACK-ARC_BASIN,173.393,-15.972,,1994
3.05,5.94,14.61,49.64,0.2,0.36,11.04,2.07,0.21,11.53,5.28,,119.0,,51.0,73.0,171.0,34.2,159.0,14.0,8.41,22.2,3.29,17.1,4.9,1.63,,0.94,6.11,1.26,3.57,3.3,0.61,3.6,,0.59,BACK-ARC_BASIN,-174.578,-15.4267,,2012; 2011
2.6,6.57,13.61,52.2,0.12,0.13,10.91,1.51,0.22,,1.37,436.0,82.0,49.0,52.0,16.3,81.0,43.2,98.8,1.52,3.0,10.03,1.71,10.61,3.94,1.34,5.39,1.04,7.17,1.61,4.55,4.58,0.74,2.55,0.08,0.12,BACK-ARC_BASIN,-176.562,-18.883,,1995
2.98,5.67,16.17,52.75,0.17,0.6,10.25,1.08,0.16,8.42,9.93,263.0,30.2,33.2,27.5,64.9,233.0,24.8,81.3,2.98,7.05,16.0,2.41,11.5,3.3,1.2,3.95,0.675,4.16,0.883,2.5,2.36,0.364,2.03,0.183,0.668,BACK-ARC_BASIN,144.7,18.2,,2021
2.93,5.99,15.47,50.9,0.12,0.37,10.62,1.26,0.19,10.35,7.6,314.0,303.0,42.0,37.0,57.5,154.0,32.0,81.2,3.46,4.41,12.2,1.92,9.86,3.07,1.08,3.92,0.72,4.91,1.07,3.11,3.04,0.46,2.22,0.22,0.43,BACK-ARC_BASIN,-174.816,-15.614,,2007
2.71,6.89,15.9,49.7,0.21,0.17,11.27,1.57,0.16,9.03,2.0,,238.0,,59.0,65.0,160.0,37.0,130.0,8.0,8.0,22.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,137.684,28.638,,1980
2.97,8.16,16.34,50.26,0.26,0.13,11.21,1.23,0.16,7.82,2.34,,302.0,36.3,130.0,20.2,129.0,22.0,70.6,2.45,3.12,9.26,1.59,8.17,2.82,1.05,3.71,0.665,4.53,0.925,2.59,2.59,0.371,2.27,0.152,0.177,BACK-ARC_BASIN,-30.728,-56.538,,2002
2.51,8.68,15.41,49.18,0.17,0.3,11.58,1.39,0.19,,5.0,269.0,400.0,,149.0,50.0,164.0,28.0,84.0,7.0,5.5,14.1,1.9,9.5,2.67,0.98,3.45,,4.57,,2.85,2.66,,,,2.0,BACK-ARC_BASIN,173.408,-15.837,,1990
2.73,6.3,17.06,51.22,0.17,0.51,11.33,1.07,,8.04,10.4,,,,,103.0,284.0,,,,6.53,14.8,,10.6,3.05,1.1,3.66,,4.01,,2.42,2.4,,,,,BACK-ARC_BASIN,144.853,16.407,,1996
3.0,6.35,15.98,50.6,0.3,0.65,10.87,1.95,0.16,9.95,17.6,,,,,207.7,247.3,38.8,159.5,26.4,19.4,38.4,4.59,20.1,5.34,1.85,6.1,1.03,6.25,1.27,3.42,2.92,0.45,3.84,1.73,2.25,BACK-ARC_BASIN,174.477,-13.543,,1993; 2014
3.55,6.15,16.8,50.79,0.26,0.49,9.59,1.83,0.16,,4.0,230.0,160.0,27.0,70.0,100.0,250.0,,150.0,3.0,,,,,,,,,,,,,,4.6,,,BACK-ARC_BASIN,151.813,-9.9193,,1997
2.97,5.68,14.07,51.11,0.22,0.3,11.29,2.05,0.22,10.07,4.0,499.0,144.0,,67.0,62.0,185.0,51.0,126.0,4.0,,11.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,177.687,-14.48,,1993
2.1,7.39,15.8,50.24,0.09,0.11,13.37,0.76,0.21,9.13,2.0,282.0,300.0,,94.0,10.8,166.0,21.0,40.0,0.0,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-175.953,-18.76,,1977
2.84,6.24,16.47,50.82,0.17,0.5,11.18,1.06,0.17,,13.1,276.0,80.0,38.0,26.0,87.0,360.0,23.8,69.0,2.9,8.25,19.02,2.65,11.98,3.11,1.15,3.48,0.6,3.76,0.81,2.4,2.28,0.35,1.78,0.28,1.13,BACK-ARC_BASIN,126.861,27.5047,,1999
3.19,5.99,16.08,52.55,0.12,0.34,10.54,1.45,0.19,8.43,3.7,282.0,169.0,62.0,72.0,43.0,122.0,32.0,109.0,2.0,5.88,,,10.0,3.72,,,,,,,,,,,,BACK-ARC_BASIN,144.83,18.2,,1990
1.842,6.885,15.183,51.762,0.089,0.186,11.594,0.895,0.18,10.065,6.5559,305.108,17.991,35.512,29.4451,74.9762,159.663,24.747,50.117,0.736,3.095,8.407,1.384,7.359,2.432,0.9,3.416,0.601,3.986,0.875,2.526,2.547,0.399,1.463,0.058,0.279,BACK-ARC_BASIN,-176.612,-22.1334,,2013
2.31,7.48,14.84,50.91,0.09,0.08,12.77,1.12,0.22,10.25,0.79,,339.0,,77.9,10.18,81.34,25.79,59.9,1.38,2.01,5.77,1.1,6.97,2.23,0.76,,0.56,4.07,0.99,2.75,2.64,,,0.12,0.14,BACK-ARC_BASIN,-176.348,-18.4967,,2012; 2008
3.46,5.15,16.1,51.5,0.24,0.45,9.8,1.48,0.2,9.9,,370.0,30.0,,25.0,36.0,258.0,28.0,100.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,139.808,31.08,,1990
1.86,7.58,17.0,48.71,0.1,0.24,12.86,0.8,0.18,,,370.0,188.0,,63.0,25.0,233.0,17.0,41.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,139.973,31.11,,1990
3.93,5.71,16.63,51.85,0.26,0.4,9.34,1.71,0.16,,3.0,180.0,180.0,26.0,80.0,140.0,260.0,,140.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,151.827,-9.907,,1997
2.64,8.21,17.2,49.9,0.07,0.16,10.3,0.95,0.12,,2.59,153.0,378.0,63.0,220.0,10.9,124.0,20.8,48.1,2.01,2.05,5.87,1.03,5.63,2.04,0.86,2.89,0.53,3.45,0.75,2.07,2.01,0.31,1.5,0.14,0.17,BACK-ARC_BASIN,117.0,15.3923,,2025
2.62,5.54,12.6,49.3,0.45,0.53,9.36,3.92,0.26,13.01,13.0,,112.0,,69.0,179.0,373.0,39.0,280.0,32.0,31.0,64.0,,,,,,,,,,,,,,7.0,BACK-ARC_BASIN,132.775,24.701,,1980
2.56,6.42,14.7,50.6,0.18,0.51,10.8,1.58,0.16,,8.05,284.0,261.0,86.2,122.0,66.1,167.0,32.2,114.0,9.4,7.44,18.2,2.76,13.5,4.06,1.43,5.18,0.88,5.58,1.16,3.18,2.92,0.45,2.97,0.58,0.8,BACK-ARC_BASIN,114.923,13.2072,,2025
2.76,6.31,16.54,51.97,,0.59,11.22,1.15,,,9.0,228.0,346.0,37.9,184.0,102.0,302.0,22.0,84.8,5.34,8.67,17.44,2.48,11.22,2.95,1.04,3.34,0.58,3.59,0.75,2.13,2.11,0.33,2.05,0.327,0.884,BACK-ARC_BASIN,143.173,21.7,,2005; 1990
2.3,8.23,14.98,50.18,0.08,0.08,12.58,0.95,0.17,,0.6,301.0,254.0,43.6,87.9,6.25,79.2,25.0,56.0,0.932,1.58,5.11,1.05,6.32,2.24,0.89,3.07,0.547,3.98,0.92,2.65,2.69,0.395,1.5,0.097,0.068,BACK-ARC_BASIN,149.797,-3.608,,2003; 2010
1.27,7.41,18.16,48.61,0.05,0.1,13.55,0.57,0.18,,1.4,,,,33.0,31.4,159.0,10.5,15.2,0.5,,,,,,,,,,,,,,,,0.8,BACK-ARC_BASIN,140.3,30.5,,2007
2.3019534648388,5.78199632728556,14.727134659493,52.5234138004409,0.193912152823647,0.88632322659823,11.0106494933021,0.841579032976052,0.229042504609739,11.503995337632,21.2979111507064,364.867161941538,7.98647287123606,39.0087431530673,16.9829239912595,547.018344501446,251.193291862914,18.9837517162642,47.4456203778638,0.798999744860535,7.24201524724225,15.509872218153,2.25732397880194,10.696393588948,2.95658705517105,0.934542477612734,3.33348545258197,0.524031906622735,3.45169295677508,0.69162885030773,2.10891534469946,2.09746868573969,0.295350417083041,1.33070639057839,0.0552294015343781,1.19773059712431,BACK-ARC_BASIN,179.286,-34.675,,2021
1.91,9.02,15.89,50.74,0.14,0.48,11.33,0.75,0.16,,8.29,,,,104.8,100.7,368.0,18.3,44.9,1.23,6.07,13.82,1.88,9.15,2.55,0.91,2.92,0.48,2.79,0.59,1.77,1.69,0.24,1.22,0.132,0.534,BACK-ARC_BASIN,144.827,14.5887,,2011
4.23,4.78,17.65,48.37,0.76,3.16,6.77,1.91,0.12,,30.8,146.0,61.9,,,475.0,636.0,28.2,263.0,64.1,39.5,74.7,7.84,30.2,5.82,1.86,5.15,0.79,4.54,0.9,2.56,2.43,0.36,5.74,5.09,5.89,BACK-ARC_BASIN,136.242,31.407,,2009
2.2,7.2,14.5,50.5,0.06,0.09,12.3,0.9,0.18,,,,194.0,,,11.4,81.0,20.8,14.3,0.59,1.4,4.4,,4.9,1.5,1.6,2.0,,2.6,,1.9,1.6,,1.0,,0.08,BACK-ARC_BASIN,149.015,-3.528,,2012
2.23,9.35,13.8,50.69,0.09,0.04,11.87,1.05,0.18,,0.71,319.0,326.0,46.6,125.0,5.8,82.0,28.2,52.6,1.14,1.75,5.76,1.04,6.28,2.35,0.86,3.37,0.66,4.44,0.98,2.85,2.87,0.45,1.56,0.08,0.1,BACK-ARC_BASIN,133.29,18.0147,,2005
2.93,5.83,16.6,50.0,0.15,0.21,11.0,1.32,0.18,,2.06,227.0,262.0,42.9,98.0,28.6,177.0,28.3,92.0,5.69,4.39,12.5,1.88,9.9,3.29,1.22,3.92,0.7,4.91,1.1,2.87,2.7,0.386,2.42,0.35,0.4,BACK-ARC_BASIN,115.047,12.9196,,2018
2.85,5.41,14.11,50.45,0.13,0.08,10.17,1.93,0.25,13.29,1.1,,11.0,,37.0,10.0,63.01,30.88,73.6,1.05,2.13,6.74,1.32,7.81,2.69,1.1,,0.8,5.07,1.11,3.29,3.53,,,0.14,0.18,BACK-ARC_BASIN,-176.585,-18.855,,2008
3.13,10.54,14.9,49.9,0.1,0.17,11.97,0.95,0.1,7.72,1.0,,228.0,,114.0,41.0,178.0,23.0,63.0,1.0,6.0,12.0,,8.0,,,,,,,,,,,,1.0,BACK-ARC_BASIN,144.532,18.013,PLEISTOCENE,1980
2.62,7.33,14.99,50.13,0.066,0.05,12.56,1.26,0.18,10.75,0.715,286.0,277.0,39.6,66.7,8.38,89.6,30.8,62.8,1.12,1.92,6.34,1.25,7.3,2.81,1.08,4.47,0.801,5.43,1.2,3.38,3.3,0.516,1.97,0.08,0.088,BACK-ARC_BASIN,-176.562,-18.883,,2023; 2003
4.22,5.14,16.93,51.9,0.22,0.44,9.74,1.96,0.18,9.39,9.42,306.9,,,31.7,101.0,198.2,36.0,132.2,3.56,6.69,18.41,2.96,13.51,4.38,1.61,5.65,,5.77,,3.42,3.22,0.51,3.02,0.215,0.581,BACK-ARC_BASIN,177.36,-36.225,,2006; 2011
3.37,5.36,17.03,49.4,0.14,0.38,11.88,1.26,0.12,,6.12,308.0,232.0,,56.5,16.3,173.0,34.2,84.1,1.22,6.27,10.72,2.2,11.84,3.49,1.27,4.65,0.85,5.17,1.12,3.29,3.02,0.42,2.01,0.11,0.28,BACK-ARC_BASIN,137.885,28.347,,2009
3.02,6.35,16.26,50.88,0.34,0.59,10.82,1.48,0.18,7.88,11.7,,169.0,29.6,80.2,143.0,237.0,28.2,109.9,4.43,5.98,15.54,2.42,12.05,3.7,1.29,4.55,0.8,5.18,1.11,3.14,3.03,0.45,2.92,0.29,0.65,BACK-ARC_BASIN,-30.5,-57.034,,2002; 2006
2.81,7.36,17.28,51.27,0.13,0.2,11.8,1.13,,7.72,,228.0,,,153.0,,185.0,24.0,92.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,144.7,18.01,,1987
2.88,6.87,13.9,50.1,0.1,0.19,11.06,2.47,0.2,,5.0,316.0,93.0,43.0,42.0,25.0,114.0,38.0,89.0,3.4,4.0,,,11.0,,1.35,,,6.0,,4.1,3.5,,,,,BACK-ARC_BASIN,173.874,-17.1528,,1991; 1994
1.31,7.28,18.01,48.59,0.05,0.1,13.48,0.57,0.18,,1.8,,,,31.5,40.6,157.4,10.3,15.2,0.4,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,140.3,30.5,,2007
2.12,8.15,17.36,50.88,0.04,0.12,11.96,0.71,0.14,7.87,2.39,261.97,292.0,37.63,111.0,20.16,87.76,15.09,34.813,0.777,1.31,3.77,0.687,3.95,1.42,0.557,1.823,0.37,2.353,0.513,1.507,1.497,0.23,1.03,0.057,0.147,BACK-ARC_BASIN,-29.47,-55.32,,2004
2.44,7.0,17.5,50.09,0.16,0.41,11.55,1.13,0.16,8.22,5.43,300.4,130.3,34.9,68.9,34.6,260.0,21.4,62.3,1.42,3.76,10.16,1.7,8.62,2.56,0.95,3.16,0.55,3.49,0.76,2.17,1.97,0.3,1.52,0.1,0.304,BACK-ARC_BASIN,140.02,30.69,,2010
1.95264549904025,7.21055030635177,17.1975184316514,50.3111316862091,0.0915302577675119,0.335610945147544,13.5057980350284,0.722072033499261,0.162720458253355,8.51042234705141,6.94429551981169,276.334499803845,124.431612710867,40.9851125931738,63.1379813260102,149.406257355826,217.084757944292,16.2274970576697,42.987265751275,1.17300656257356,3.77598851314241,9.27668271479011,1.34689219301687,6.78116594743036,2.05303177716752,0.755290552021271,2.46063237013378,0.425909690074539,2.77844958807375,0.585302863868184,1.63091810906238,1.60585641428011,0.247039544919576,1.12959000847391,0.087266570184386,0.586805373087485,BACK-ARC_BASIN,179.238,-34.491,,2021
2.12,7.03,16.07,52.1,0.43,2.12,10.77,0.79,0.16,,49.0,284.0,200.0,,75.0,432.0,612.0,23.0,128.0,5.4,29.0,62.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,143.58,21.67,,1997
2.77,7.66,16.0,49.7,0.11,0.23,11.7,1.27,0.13,,3.0,,301.0,,145.0,31.0,150.0,29.0,91.0,4.0,3.0,10.0,,,,1.08,,0.55,,,,,,2.23,,0.17,BACK-ARC_BASIN,137.441,29.3275,,1980; 1980
2.19,7.13,13.65,50.03,0.089,0.06,11.22,1.17,0.21,11.71,0.66,384.0,92.0,45.9,61.0,15.838,80.85,30.07,60.9,1.05,1.87,6.51,1.21,6.87,2.6,1.0,3.93,0.71,5.16,1.13,3.4,3.4,0.52,1.563,0.028,0.122,BACK-ARC_BASIN,150.441,-3.0719,,2015
2.94,7.28,15.5,49.0,0.14,0.2,11.6,1.63,0.18,11.39,3.89,326.0,262.0,50.2,77.7,41.3,211.0,27.1,97.0,4.08,5.07,14.01,2.31,11.8,3.62,1.37,4.42,0.731,4.83,0.974,2.89,2.99,0.385,2.48,0.225,0.384,BACK-ARC_BASIN,176.588,-15.148,,2012
2.46,7.61,15.64,49.97,0.12,0.28,12.26,1.02,0.16,8.62,6.06,276.6,257.5,32.0,79.4,39.6,127.0,22.3,60.38,2.43,3.241,8.975,1.426,7.398,2.404,0.874,3.166,0.577,3.601,0.793,2.296,2.097,0.308,1.609,0.0,0.247,BACK-ARC_BASIN,-174.842,-15.662,,1992; 1993; 1997; 2007
2.09,11.83,14.9,47.6,0.12,0.11,9.38,0.91,0.18,,,,412.0,,201.0,14.0,135.0,21.0,67.0,6.0,5.0,13.0,,,,0.9,,0.53,,,,,,1.71,,0.12,BACK-ARC_BASIN,136.057,28.9833,,1980; 1980
2.866,7.688,16.13,48.55,0.1302,0.3279,11.85,1.273,0.1713,9.744834,5.1,282.7,231.5,,93.8,46.5,189.0,33.1,78.5,1.8,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,169.475,-18.094,,2017
2.17,7.77,14.58,51.52,0.068,0.052,12.09,0.99,0.19,9.92,0.97,304.0,236.0,43.8,77.0,7.4,61.0,26.4,46.5,0.88,1.37,4.71,0.89,5.23,2.0,0.78,0.6,3.24,4.15,0.93,2.7,2.76,0.43,1.38,0.068,0.067,BACK-ARC_BASIN,-175.971,-19.55,,2009
2.17,7.71,15.72,51.22,0.19,0.17,12.27,0.8,0.12,,2.0,,130.0,40.1,70.0,,129.0,25.0,51.0,2.0,1.94,6.0,,,2.22,0.83,,0.57,,,,2.2,0.4,1.36,0.0,,BACK-ARC_BASIN,-177.303,-18.501,,1994; 2007
2.66,7.64,14.8,49.1,0.13,0.52,12.5,1.08,0.13,8.25,9.0,,282.0,,118.0,35.0,164.0,25.0,79.0,6.0,2.0,10.0,,,,,,,,,,,,,,0.0,BACK-ARC_BASIN,136.057,28.984,,1980
2.35,6.5,15.25,50.5,0.1,0.13,11.9,1.68,0.18,,2.5,304.0,134.0,40.0,52.0,15.0,108.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,173.419,-18.2268,,1991
3.07,8.93,15.27,48.2,0.25,0.43,10.08,2.25,0.18,,7.0,250.0,298.0,41.0,174.0,60.0,252.0,,,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,174.147,-21.034,,1991
2.11,7.7,16.06,50.84,0.08,0.23,12.68,0.6,0.14,,3.0,230.0,224.0,,93.0,40.0,169.0,14.0,33.0,0.6,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,150.693,-3.813,,2003
3.32,8.53,15.2,51.6,0.13,0.34,11.53,1.04,0.13,8.17,0.0,,178.0,,114.0,134.0,239.0,25.0,72.0,1.0,7.0,8.0,,7.0,,,,,,,,,,,,0.0,BACK-ARC_BASIN,144.532,18.013,PLEISTOCENE,1980
2.2,7.46,13.78,50.47,0.11,0.06,11.87,1.35,0.21,11.96,,331.0,255.0,48.0,67.0,,103.0,,55.0,,,,,,,,,,,,,,,,,,BACK-ARC_BASIN,-176.508,-18.6993,,1990
1.79,7.65,16.43,50.14,0.12,0.24,12.58,1.15,0.17,9.22,4.0,274.0,170.0,,69.0,41.0,135.0,23.0,45.0,1.0,,9.0,,,,,,,,,,,,,,,BACK-ARC_BASIN,-177.303,-18.5008,,1994; 1992
2.73,6.67,15.1,51.5,0.18,0.34,10.3,1.49,0.16,,5.85,262.0,241.0,42.2,106.0,64.4,180.0,32.0,115.0,9.25,7.27,17.8,2.6,13.1,4.08,1.42,4.8,0.83,5.6,1.24,3.28,3.09,0.448,2.91,0.57,0.8,BACK-ARC_BASIN,114.923,13.2072,,2018
3.19,5.99,16.08,52.55,0.12,0.34,10.54,1.45,0.19,8.43,3.7,282.0,169.0,62.0,72.0,43.0,122.0,32.0,109.0,2.0,5.88,,,10.0,3.72,,,,,,,,,,,,BACK-ARC_BASIN,144.72,18.22,,1990
